X,Y,Name: ,Address: ,Phone Number: ,,Website: ,Open for: ,Details:,Last Updated: 
-122.2022229,47.61019469,Swiftwater Cellars,"10360 Main St, Bellevue, Washington, 98004",(425) 454-7993,,http://swiftwatercellarsbellevue.com/,takeout,American cuisine. Offer: family-style takeout meals now available,2020/04/14 21:28:41.573+00
-122.2047453,47.67670124,Taco Del Mar - Kirkland,"210 Main St, Kirkland, Washington, 98033",(425) 827-0177,,https://tacodelmar.com,"takeout,delivery",Mexican cuisine. Delivery available via DoorDash.,2020/04/15 22:59:56.188+00
-122.1646983,47.53979008,Tapatio Mexican Grill - Newcastle,"6920 Coal Creek Pkwy SE, Newcastle, WA",(425) 747-0477,,http://tapatiomexicangrill.com,"takeout,curbside,delivery",Mexican cuisine.,2020/04/30 18:21:34.284+00
-122.1542923,47.6305312,Taqueria El Rinconsito,"2255 140th Ave NE, Bellevue, Washington, 98005",(425) 641-2524,,http://elrinconsito.com,takeout,Mexican cuisine.,2020/04/16 00:16:06.021+00
-122.1960584,47.61986328,Tem Sib,"1020 108th Ave NE, Bellevue, Washington, 98004",(425) 332-6564,,https://temsibbellevue.com/,"takeout,curbside",Thai cuisine. Really good Thai food. Everything on the menu is good. Get the crepe cake dessert! ,2020/04/16 00:04:32.157+00
-122.1148305,47.557791,Teriyaki House,"4957 Lakemont Blvd SE, Bellevue, Washington, 98006",(425) 562-7000,,,takeout,Japanese cuisine.,2020/04/14 21:28:41.573+00
-122.1984037,47.66696972,Teriyaki Madness - Kirkland,"10600 NE 68th St b, Kirkland, WA 98033",(425) 821-5446,,,takeout,Japanese cuisine.,2020/04/30 15:18:47.359+00
-122.180117,47.55236203,Terry’s Kitchen,"5625 119th Ave SE, Bellevue, Washington, 98006",(425) 590-9545,,http://TerryskitchenBellevue.com,"takeout,curbside",Asian American cuisine. Tue/Sun 4-8pm,2020/04/16 01:33:12.073+00
-122.1699929,47.57680472,Thai Ginger - Factoria,"3717 Factoria Blvd SE, Bellevue, Washington, 98006",(425) 641-4008,,http://thaiginger.com,takeout,Thai cuisine.,2020/04/30 15:16:03.229+00
-122.127849,47.617443,Thai VP Cuisine,"15920 NE 8th St, Bellevue, Washington, 98008",(425) 502-7115,,http://thaivpbellevue.com/,takeout,Thai cuisine.,2020/04/14 21:28:41.573+00
-122.1331417,47.62124829,Than Brothers Restaurant-Bellevue,"1299 156th Ave NE, Bellevue, Washington, 98007",(425) 818-4905,,,"takeout,curbside",Vietnamese cuisine. Open from 12-7 for togo orders.  Call/ text (206) 823-7197 ~15 minutes.,2020/04/16 00:19:32.923+00
-122.1851721,47.70919701,The Box and Burger Eatery,"12305 120th Ave NE, Kirkland, Washington, 98034",(425) 821-0777,,https://theboxonwheels.com/the-box-burgers-coming-september-2017/,"takeout,curbside",American cuisine.,2020/04/16 01:05:58.172+00
-122.2063014,47.76075565,The Cottage,"10029 NE 183rd St, Bothell, Washington, 98011",(425) 286-6332,,https://thecottagebothell.com,"takeout,curbside,delivery","The Cottage is a full-service restaurant specializing in local, farm-to-table fare on a rotating, seasonal menu. Full craft bar. Contactless service!",2020/05/01 23:25:51.998+00
-122.1352506,47.68071542,The Dubliner Irish Pub,"15327 NE 90th St, Redmond, Washington, 98052",(425) 307-1361,,http://Redmondirishpub.com,"takeout,curbside",Pub cuisine.,2020/04/16 00:42:47.001+00
-122.2073435,47.72158975,The Game Neighborhood Grill and Bar,"13510 100th Ave NE, Kirkland, Washington, 98034",(425) 821-8006,,http://Thegameneighborhoodgrillandbar.com,"takeout,curbside",American cuisine. Voted best diner food in Kirkland. Curb side or pick up. 21 handles. Growlers to go.,2020/04/16 02:32:01.885+00
-122.1529115,47.73308217,The Hollywood Tavern,"14501 Woodinville Redmond Rd NE, Woodinville, Washington, 98072",(425) 481-7703,,http://thehollywoodtavern.com,"takeout,curbside",American cuisine. We are also selling 4 packs of toilet paper and  1/2 price bottles of wine to be consumed off premise. ,2020/04/16 00:52:44.408+00
-122.2070778,47.67610137,The Lodge Sports Grille - Kirkland,"107 Lake St, Kirkland, Washington, 98033",(425) 202-7663,,https://www.thelodgesportsgrille.com,"takeout,delivery",American cuisine.,2020/04/16 01:10:04.367+00
-122.205591,47.478798,The Melrose,"819 Houser Way S, Renton, Washington, 98057",(425) 228-4334,,http://melrosegrill.com/,takeout,Steakhouse cuisine. Order starting at 3pm for pickup from 5 to 8pm,2020/04/14 21:28:41.573+00
-122.1610995,47.753604,The Pizza Coop,"13317 NE 175th St, Woodinville, Washington, 98072",(425) 415-8415,,http://www.thepizzacoop.com,"takeout,curbside",Pizza. Online ordering only.,2020/04/14 21:28:41.573+00
-122.1514986,47.62706648,The Roll Pod,"14125 NE 20th St, Bellevue, Washington, 98007",(425) 553-6553,,http://therollpod.com/online-order,"takeout,delivery",Indian cuisine. We deliver free for orders above $15 and within 4 miles radius,2020/04/16 00:14:27.397+00
-122.261355,47.759103,The Savage Moose Sports Pub,"18018 61st Ave NE, Kenmore, Washington, 98028",(425) 486-8021,,,"takeout,curbside,delivery",Pub cuisine. Also filling growlers and selling bottled/can beer and wine.,2020/04/14 21:28:41.573+00
-122.2072149,47.67547453,The Slip,"80 Kirkland Ave, Kirkland, Washington, 98033",(425) 739-0033,,http://theslip2.com,"takeout,curbside",Burgers. Full menu and ability to order and pay on the website at theslip2.com. We can run it out to you.,2020/04/16 01:09:33.038+00
-122.1649368,47.66706509,Thirsty Hop,"13102 NE 70th Pl, Kirkland, Washington, 98033",(425) 896-8320,,http://thirstyhop.com/,"takeout,curbside",Brewery. Locally owned craft beers and food to go. Will fill growlers and have bottles of craft beer to vo.,2020/04/14 21:28:41.573+00
-122.136345,47.632077,Tian Tian Noodles,"15230 NE 24th St, Redmond, Washington, 98052",(425) 502-8475,,http://www.tiantiannoodles.com/,"takeout,delivery",Chinese cuisine.,2020/04/14 21:28:41.573+00
-122.1222395,47.67300449,Tipsy Cow Burger Bar,"16345 Cleveland St, Redmond, Washington, 98052",(425) 896-8716,,http://www.tipsycowburgerbar.com/,takeout,American cuisine.,2020/04/16 00:31:02.674+00
-122.1503961,47.59682956,Tokyo Stop Teriyaki,"1504 145th Pl SE, Bellevue, Washington, 98007",(425) 653-3577,,http://tokyostopteriyaki.com,"takeout,delivery",Japanese cuisine. 11 a.m. - 8 p.m.,2020/04/14 21:28:41.573+00
-122.1983257,47.6170168,Topolino's New York Pizza,"10621 NE 8th St, Bellevue, Washington, 98004",(425) 637-7770,,http://www.topolinopizza.com/,"takeout,delivery",Pizza.,2020/04/16 01:26:40.433+00
-122.1236284,47.68012605,Tropea Ristorante,"16156 NE 87th St, Redmond, WA 98052",(425) 867-1082,,http://www.ristorantetropea.com/,"takeout,delivery",Italian cuisine. Delivery available on GrubHub.,2020/04/16 00:37:08.352+00
-122.1220349,47.67455757,Victor's Celtic Coffee,"7993 Gilman St, Redmond, Washington, 98052",(425) 881-6451,,http://www.victorscelticcoffee.com/,takeout,Coffee. Gift cards and whole bean coffee available online.,2020/04/16 00:34:53.436+00
-122.19615,47.486124,Vin Deli,"241 Sunset Blvd N, Renton, Washington, 98057",(206) 475-8628,,,"takeout,delivery",Vietnamese cuisine. Ubereats,2020/04/14 21:28:41.573+00
-122.1780795,47.50049547,Vince's Italian Restaurant & Pizzeria - Renton,"2815 NE Sunset Blvd, Renton, Washington, 98056",(425) 226-8180,,http://vincesrestaurants.com/,"takeout,delivery",Italian cuisine.,2020/04/22 19:05:16.837+00
-122.1323016,47.60454408,Waffler,"615 156th Ave SE, Bellevue, Washington, 98007",(425) 449-8010,,https://www.thewaffler.com/contact-1,"takeout,delivery",Breakfast cuisine.,2020/04/16 01:45:44.842+00
-122.1968025,47.666952,Wah Luck Restaurant ,"967 6th St S, Kirkland, Washington, 98033",(425) 822-4523,,http://Www.wahluck.com,takeout,Chinese cuisine. Open normal hours M-F 11-9pm; Sat 12-9pm; Sun 12-8pm,2020/04/14 21:28:41.573+00
-122.2166925,47.470113,Yankee Grill,"1 S Grady Way, Renton, Washington, 98057",(425) 255-8543,,https://2goservices.com/YankeeGrill,"takeout,curbside,delivery",American cuisine.,2020/04/14 21:28:41.573+00
-122.1445305,47.683611,Zaucer Pizza,"14712 NE 91st St, Redmond, Washington, 98052",(425) 375-2700,,https://www.zaucer.com/,"takeout,curbside,delivery",Pizza. No-contact delivery available on request.,2020/04/14 21:28:41.573+00
-122.2084514,47.67616149,Zeitoon Grill House,"21 Central Way, Kirkland, Washington, 98033",(425) 803-8193,,http://www.zeitoongrill.com,"takeout,curbside,delivery",Persian cuisine.,2020/04/16 01:07:49.149+00
-122.202441,47.760525,Zulu's Board Game Cafe,"10234 Main St, Bothell, Washington, 98011",(425) 818-8122,,https://www.zulusgames.com/,"takeout,curbside,delivery","Pub cuisine. Weekly family meals, to go food and growlers. ",2020/04/14 21:28:41.573+00
-122.5269661,47.24368164,Ivar's Seafood Bar - James Center (Tacoma),"1820 S Mildred St, Tacoma, WA 98465",253-565-5196,,https://www.ivars.com,"takeout,curbside,delivery,third_party_delivery_service","HOURS
Sun - Thurs
11am - 9pm

Fri & Sat
11am - 10pm",2020/06/15 20:31:17.704+00
-122.526918,47.240163,Ale House Pub,"2122 Mildred St W, University Place, WA 98466",(253) 565-9367,,https://alehousepub.com/,"takeout,third_party_delivery_service",,2020/04/14 22:33:25.587+00
-122.5480905,47.235492,UP Station Bar & Grill,"8305 27th St W, University Place, WA 98466",(253) 460-3510,,https://www.facebook.com/UPStationBarandGrill,"takeout,curbside","11-8 daily
",2020/04/14 22:34:00.478+00
-122.5138886,47.23739552,Spring Lake Cafe,"616 regents blvd, Fircrest WA 98466",253-460-0919,,https://www.facebook.com/springlakecafe,takeout,"9-2 Mon-Tues, 4-9 Wed-Fri
",2020/04/14 22:34:39.978+00
-122.5315101,47.25525716,Wildside Wine,"608A S. Oxford, Tacoma, WA 98465",253-565-0811,,,"takeout,curbside,delivery","Email orders to wildsidewine@comcast.net
delivery by arrangement, curbside pickup 4-6 Fri-Sat
",2020/04/16 02:02:36.036+00
-122.529726,47.255823,Pao's Donuts,"6919 6th Ave, Tacoma, WA 98406",(253) 565-4692,,https://www.facebook.com/Paos-Donuts-Coffee-Shop-193087870758560/,"takeout,curbside","Open at 6 a.m.
",2020/04/14 22:36:10.603+00
-122.5242071,47.25520262,Cloverleaf Pizza,"6430 6th Ave, Tacoma, WA 98406",(253) 565-1111,,https://cloverleafpizza.com/menu/,"takeout,delivery",,2020/04/14 22:36:49.807+00
-122.5363399,47.22606109,Bliss Ice Cream,"3556 Market Pl W, University Place, WA 98466",(253) 327-1061,,https://www.icecreambliss.com/,"takeout,third_party_delivery_service",,2020/04/14 22:38:24.354+00
-122.5540212,47.24642758,Steamers Seafood Cafe,8802 6th ave Tacoma WA 98465,(253) 565-4532,,https://steamersseafoodcafe.com/,"takeout,curbside,delivery,third_party_delivery_service",w/paid phone orders,2020/04/16 15:16:24.652+00
-122.539014,47.223162,Sapporo Japanese Steakhouse,"3810 Bridgeport Way W., University Place, WA 98466",(253) 488-4883,,https://www.sapporosteakhouse.com/,"takeout,third_party_delivery_service",,2020/04/14 22:39:57.902+00
-122.5391895,47.222793,Maria's Cocina Mexicana,"3820 Bridgeport Way W., University Place 98466",(253) 565-2265,,https://www.mariasup.com/,"takeout,third_party_delivery_service",,2020/04/14 22:40:44.089+00
-122.5147005,47.273823,Souper Pho,"2725 North Pearl, Tacoma Wa 98407",253-503-3328,,http://souperphorestaurant.com/,takeout,,2020/04/14 22:41:50.059+00
-122.5141065,47.272293,Round Table Clubhouse,"2629 N Pearl St, Tacoma, WA 98407",(253) 756-5313,,http://www.roundtablepizza.com/,"takeout,curbside,delivery",9-Nov,2020/04/14 22:42:20.652+00
-122.515227,47.271519,The Habit Burger Grill - Tacoma,"2601 N Pearl St #105, Tacoma, WA 98407",(253) 759-3116,,https://www.habitburger.com/locations/,"takeout,third_party_delivery_service","11-8
",2020/04/30 15:06:13.697+00
-122.515227,47.2711165,Oddfellas,"5741 N 26th St, Tacoma, WA 98407",(253) 300-8966,,https://www.oddfellaspubtacoma.com/,"takeout,curbside,third_party_delivery_service",,2020/04/14 22:43:37.137+00
-122.513724,47.267901,Joeseppi's,"2207 N Pearl St, Tacoma, WA 98406",(253) 761-5555,,https://www.joeseppisitalian.com/menu,"takeout,third_party_delivery_service",,2020/04/14 22:44:10.809+00
-122.515992,47.29824,Antique Sandwich Company,"5102 N Pearl St, Tacoma, WA 98407",(253) 752-4069 ,,https://www.antiquesandwich.com/,takeout,"7-4
",2020/04/14 22:44:51.669+00
-122.5053234,47.29951434,Farrelli's Pizza - Pt. Ruston,"5104 Grand Loop A, Ruston, WA 98407",(253) 212-1152,,https://farrellispizza.com/,takeout,"11-10
",2020/04/16 02:00:16.830+00
-122.478981,47.2811884,Katie Downs,"3211 Ruston Way, Tacoma, WA 98402",(253) 756-0771,,https://www.katiedowns.com/menu/,"takeout,third_party_delivery_service","starting at 11 am daily
",2020/04/14 22:46:46.076+00
-122.4746379,47.27896726,Harbor Lights/Anthony's Finn food truck,"2761 Ruston Way, Tacoma, WA 98402",(253) 752-8600,,https://www.anthonys.com/restaurants/best-of-season/,takeout,,2020/04/14 22:47:36.201+00
-122.1326041,47.60435201,HardWok Cafe,667 156TH AVE SE,(425) 590-9058,,https://www.facebook.com/hardwokcafebellevue,"takeout,delivery","M: CLOSED
T/W/Th/Su: 11:00 AM - 9:30 PM
F/Sat:  11:00 AM - 10:30 PM",2020/04/14 23:31:27.649+00
-122.3243295,47.59821637,SUSU Dessert Bar,665 S King St,833-953-5665,,http://sususeattle.com,"takeout,curbside","Open Friday through Sunday 11-3 for coffee, pastries, and a small lunch menu. ",2020/04/15 00:19:38.865+00
-122.1407748,47.73232973,Heritage Restaurant & Bar,"14450 Redmond-Woodinville RD NE, STE 101B",(425) 419-4760,,https://heritagewoodinville.com,takeout,"Hours: Wed - Sun, 5pm - 8pm (closed Mon - Tues)",2020/04/16 00:53:46.489+00
-122.397963,47.69044088,Sunny Hill Restaurant," 3127 Northwest 85th Street Seattle, Washington",(206) 659-0355,,https://www.sunnyhillseattle.com/,takeout,Follow us on Instagram @sunnyhillseattle to see our hours!,2020/04/15 02:32:13.274+00
-122.404797,47.680578,Jibe Espresso Bar,7001 Seaview Avenue NW,206-494-3361,,https://www.facebook.com/jibeespressobar/,takeout,"We are a small, friendly cafe serving up espresso beverages, baked goodies,  soups and sandwiches all made fresh by our friendly crew at the Jibe.  ",2020/04/15 02:59:29.048+00
-122.3469798,47.61711317,Meekong Bar,2525 4th avenue,2062571030,,http://www.meekongbar.com,"takeout,curbside,third_party_delivery_service",Monday-Saturday (11am-6:30pm). ,2020/04/15 03:22:48.256+00
-122.1594435,47.751984,Zeek's Pizza - Woodinville,"17255 135TH AVE NE, SUITE 1060",(425) 893-8646,,https://zeekspizza.com,"takeout,delivery","Hours: Mon - Sun, 11am - 9pm",2020/05/27 15:29:53.348+00
-122.1750945,47.70327423,Shawarmaniac,11510 124TH AVE NE,(425) 803-0337,,https://www.shawarmaniac.com,takeout,"Hours:
Mon-Thur, 11am-9:15pm
Fri-Sat, 11am-10pm
Sun, 10am-8pm",2020/04/15 04:10:52.910+00
-122.2001595,47.677653,Shake Shack,300 PETER KIRK LN,(425) 296-9765,,https://www.shakeshack.com/location/kirkland-wa/,"takeout,third_party_delivery_service","Hours:
Everyday, 11am-9pm",2020/04/15 04:17:56.130+00
-122.2062581,47.67533143,Homegrown - Kirkland,"104 Lake St, Kirkland, WA 98033",(206) 774-3690,,http://www.eathomegrown.com,"takeout,third_party_delivery_service","Hours:
Everyday, 10am-7pm",2020/04/16 01:12:03.166+00
-122.3323515,47.661507,Kozmo Kitchen,"2202 N 45th Street, Seattle, WA 98103",206-349-5680,,http://www.kozmokitchen.com,"takeout,curbside,delivery","Japanese home cooking made from scratch. Premium bento. Storable freezer pleasers. Onigiri, Musubi, and other fun stuff. Join our list. Order online.",2020/04/15 15:11:47.423+00
-122.2355164,47.58690103,Qdoba Mexican Grill,"7650 SE 27th St Suite 106 Mercer Island, WA 98040-3060",(206) 230-0072,,https://www.qdoba.com/,takeout,Daily: 11am-8pm,2020/04/15 15:59:51.296+00
-122.2360676,47.58650806,Eat Local,"7635 SE 27th St Mercer Island, WA 98040-2804",(206) 659-4770,,https://performancekitchen.com/,"takeout,delivery,third_party_delivery_service","Can go in and shop, call and do curbside, order online with shipping over $98.00 or order thru DoorDash
Daily: 9am-8pm",2020/04/15 16:03:22.156+00
-122.2359839,47.58637826,Gourmet Teriyaki,"7671 SE 27th St Mercer Island, WA 98040-2804",(206) 232-0580,,https://www.zomato.com/mercer-island-wa/gourmet-teriyaki-mercer-island/menu,"takeout,third_party_delivery_service","Call to order takeout or delivery thru UberEats
Sun: Closed
Mon-Fri: 11am-8:45pm
Sat: 11am-7:45pm",2020/04/15 16:06:05.204+00
-122.2357675,47.58639555,Subway - Mercer Island,"7679 SE 27th Suite 9 Mercer Island, WA 98040",(206) 236-2734,,https://www.subway.com/en-US,"takeout,delivery,third_party_delivery_service","Open for takeout and delivery
Sun: 9am-9pm
Mon-Fri: 7am-10pm
Sat: 8am-9pm",2020/04/23 15:02:04.571+00
-122.2354519,47.58639233,Anise Thai,"7691 SE 27th St Mercer Island, WA 98040-2804",206-236-2255,,http://anisethaicuisine.com/,takeout,"Order online (don't forget to tip). Upon arrival, call and we will bring your order to your car. 
Daily: 11am-8:30pm",2020/04/15 16:11:00.970+00
-122.2343595,47.585403,McDonald's - Mercer Island,"2807 78th St SE Mercer Island, WA 98040",(206) 232-9175,,https://www.mcdonalds.com/us/en-us.html,"takeout,delivery,third_party_delivery_service","Sun-Thur: 7am-10pm
Fri-Sat 7am-11pm",2020/04/21 17:57:59.720+00
-122.2340081,47.58462509,Tiger Garden,"2885 78th Ave SE Mercer Island, WA 98040-2849",(206) 232-0233,,https://tigergardentogo.com/#page-top,"takeout,delivery,third_party_delivery_service","Call and do take out. Order thru UberEats additional 20%
Sun: 12p-9:30pm
Mon: Closed
Tue-Fri: 11am-9:30pm
Sat: 12pm-9:30pm",2020/04/15 16:22:31.146+00
-122.2338175,47.5848552,Tuscan Stone Pizza,"2885 78th Ave SE Mercer Island, WA 98040-2849",(425) 440-9189,,https://tuscanstonepizza.com/,takeout,"Takeout and Drive Thru
Sun: 12pm-8pm
Mon-Sat: 11am-8pm",2020/04/15 16:24:23.990+00
-122.2327433,47.58503373,Starbucks (Inside QFC),"7823 SE 28th St Mercer Island, WA 98040",(206) 230-0745,,,takeout,"Inside north end QFC. Walk up and order at counter
Seniors & High Risk Hours- Mon: 7am - 8am
Regular Hours- Daily: 8am-8pm",2020/04/15 16:27:40.303+00
-122.2333423,47.58440948,Baskin-Robbins,"2900 78th Ave SE Mercer Island, WA 98040",(206) 236-2781,,https://www.baskinrobbins.com/en,"takeout,delivery,third_party_delivery_service",Daily: 11am-10pm,2020/04/15 16:36:48.493+00
-122.3706117,47.63617076,Tenth West,"1903 10th Ave W, Seattle, WA 98119",206-708-6742,,http://facebook.com/iceboxgrocery,"takeout,curbside","We offer our made-to-order full menu for take out or pick up curbside. We also are a small grocery store - produce, staples, beverages - beer and wine",2020/06/04 14:56:55.790+00
-122.2327287,47.58348087,Homegrown Sustainable Sandwich Shop,"3016 78th Ave SE Mercer Island, WA 98040-2823",206-774-3656,,http://www.eathomegrown.com/,"takeout,delivery,third_party_delivery_service","Call in your order (don't forget tip). You must go inside to pick up your order
Daily: 9am-6pm",2020/04/15 16:43:06.526+00
-122.232748,47.58321338,Cepae - L'Experience Paris - Mercer Island,"3020 78th Ave SE Mercer Island, WA 98040-2823",(206) 232-1623,,https://www.lexperienceparis.com/,"takeout,delivery,third_party_delivery_service","Go to website and order online for pickup or delivery
Sun: 9am-3pm
Mon - Tue: closed
Wed- Sat: 9am-6pm",2020/04/15 16:46:33.385+00
-122.2346969,47.58249654,Pho Em,"3033 78th Ave SE Mercer Island, WA 98040-2822",(206) 232-0828,,https://phoem.business.site/,takeout,"Sun: Closed
Mon - Sat:11am -8pm",2020/04/15 21:02:45.107+00
-122.2347692,47.58220161,Pon Proem Thai Restaurant,"3039 78th Ave SE Mercer Island, WA 98040-2822",(206) 236-8424,,http://ponproemthai.com/,takeout,"Call in order and come inside for pick-up. 
Closed from 3pm to 5pm Mon-Fri.
Sun: 5pm-8:30pm
Mon - Fri: 11:30am-9pm
Sat: 5pm-9:30 pm",2020/04/15 16:52:34.200+00
-122.2250882,47.54174949,Sahara Pizza,"8425 South East 68th Street # 104 Mercer Island, WA 98040-5250",(206) 232-9800,,https://www.saharapizzamercerisland.com/,"takeout,delivery",Daily Hours: 11am-10pm,2020/04/15 16:54:07.153+00
-122.2246588,47.54177042,Toshi's Teriyaki - Mercer Island,"8425 SE 68th St Ste 118 Mercer Island, WA 98040-5250",(206) 232-0233,,https://toshisgrill.com/toshis-teriyaki-mercer-island,takeout,"Call to order and pick up only
Sun: Closed
Mon - Sat: 11am-8pm",2020/04/21 18:04:10.048+00
-122.2260397,47.54109959,Starbucks,"8421 SE 68th St Mercer Island, WA 98040",(206) 232-0102,,,takeout,"Inside south-end QFC. Walk up and order at counter
Seniors & High Risk Hours- Mon: 7am - 8am
Regular Hours- Daily: 8am-8pm ",2020/04/15 17:02:06.264+00
-122.2246305,47.540889,Riviera Maya Mexican Restaurant,"8451 SE 68th St Ste 101 Mercer Island, WA 98040-5240",(206) 232-2326,,https://www.rivieramayawa.com/,"takeout,delivery,third_party_delivery_service","Call for take out or order thru Ubereats for delivery
Sun - Thur: 11am-9pm
Fri- Sat: 11am-10pm",2020/04/15 17:04:44.546+00
-122.2947833,47.72050648,Toyoda Sushi,"12543 Lake City Way NE, Seattle, WA 98125",(206) 367-7972,,,"takeout,delivery",HOURS: Thurs - Sun: 5PM - 8PM,2020/04/16 15:04:57.121+00
-122.0328938,47.58194037,La Casita,"3075 Issaquah-Pine Lake Rd SE, Sammamish, WA 98075",(425) 391-5911,,http://lacasita-sammamish.com/,takeout,,2020/04/15 19:38:54.774+00
-122.0351622,47.58416147,August Moon,"2904 228th Ave Se Sammamish, WA 98075 ",(425) 391-8888,,http://www.myaugustmoon.com/,"takeout,delivery",Delivery available after 5pm,2020/04/15 19:47:39.934+00
-122.3473004,47.61516465,Doner Box Kebab,"2421 2nd Ave, Seattle, WA 98121",206-728-2838,,https://donerboxkebab.com,"takeout,third_party_delivery_service","HOURS: Monday - Friday 11:30 AM - 7:30 PM (subject to change, our Google business page reflects our up-to-date hours)",2020/04/15 19:54:39.450+00
-122.0035433,47.56481698,Chan's Place,"4592 Klahanie Dr SE, Issaquah, WA 98029",(425) 313-8883,,https://www.chansplaces.com/,"takeout,third_party_delivery_service",Open until 8pm,2020/04/15 19:57:54.857+00
-122.0362305,47.6155591,Subway - North Sammamish,"703 228th Ave NE Unit 703, Sammamish, WA 98074",(425) 868-4684,,https://order.subway.com/en-us/restaurant/12000/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=12000&utm_campaign=evergreen-2020,"takeout,third_party_delivery_service",,2020/04/21 18:32:56.843+00
-122.0342024,47.5834804,Subway - South Sammamish,"3004 Issaquah-Pine Lake Rd SE, Sammamish, WA 98075",(425) 557-6601,,https://order.subway.com/en-us/restaurant/23793/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=23793&utm_campaign=evergreen-2020,"takeout,third_party_delivery_service",,2020/04/21 18:37:02.145+00
-122.0335875,47.615904,Jimmy John's - Sammamish,"710 228th Ave NE, Sammamish, WA 98074",(425) 836 0400,,https://locations.jimmyjohns.com/wa/sammamish/sandwiches-1984.html,"takeout,delivery",,2020/04/21 18:34:12.674+00
-122.3638455,47.82176885,Portofino Pizza,1306 Olympic View Drive Edmonds WA 98020,(425) 771-4788,,https://www.portofinopizza.com/,"curbside,delivery",Open daily 11am-10pm. ,2020/04/15 20:26:06.338+00
-122.3445465,47.649042,Fremont Brewing,"1050 N 34th St Seattle, WA 98103",(206)420-2407,,https://www.fremontbrewing.com ,"takeout,curbside,delivery","Visit www.fremontbrewing.com for details on to-go beer, online ordering and free delivery. ",2020/06/04 14:42:30.916+00
-122.3546523,47.67307659,Fresh Flours - Phinney Ridge,"6015 Phinney Ave. N Seattle, WA 98103",206-297-3300,,http://www.freshfloursseattle.com,takeout,,2020/04/16 15:04:16.005+00
-121.8243902,47.52774549,Snoqualmie Falls Candy Shoppe,8102 Railroad Ave SE,4252920624,,https://www.curbsidesnofallscandyshoppe.com/,curbside,"The Snoqualmie Falls Candy Shoppe is a family owned - old time candy shop, ice cream parlor & café located in Snoqualmie, WA.",2020/04/15 20:28:32.123+00
-122.3410979,47.62284823,Fresh Flours - South Lake Union,"432 8th Ave N Seattle, WA 98109",206-706-3338,,http://www.freshfloursseattle.com/,takeout,HOURS: 8AM - 2PM,2020/04/15 20:29:35.701+00
-122.3767956,47.81065789,The Loft,515 Main Street  Edmonds WA,425-640-5000,,http://theloftlounge.com/,"takeout,curbside,third_party_delivery_service",,2020/04/16 02:07:15.934+00
-121.8364598,47.54213049,Salish Lodge & Spa,"6501 Railroad Avenue, Snoqualmie, WA 98065",,,http://bit.ly/salishtogo,"takeout,curbside",To go is available from 11am-9pm.  We offer a variety of customer favorites from The Attic and The Dining Room.  Easy pick up in valet. ,2020/04/16 22:28:56.333+00
-121.8245421,47.52807442,Sigillo Cellars,"8086 Railroad Ave. SE Snoqualmie, WA 98065",4252920754,,http://www.sigillocellars.com ,curbside,"Tuesday - Friday 4-6pm
Saturday & Sunday 12-3pm

Open for bottle purchases only. Orders can be placed online or over the phone for curbside pick up! ",2020/04/16 16:16:22.810+00
-122.3440534,47.78292081,Hosoonyi Korean Restaurant,"23830 Hwy 99 #114, Edmonds, WA 98026",(425) 775-8196,,,"takeout,delivery",,2020/04/15 20:34:37.696+00
-122.0359995,47.605797,Jersey Mike's Subs - Sammamish,"22704 SE 4th St #206, Sammamish, WA 98074",(425) 395-7111,,https://www.jerseymikes.com/18030/sammamish-wa,"takeout,third_party_delivery_service",,2020/04/21 18:35:39.350+00
-122.324112,47.402964,Arturo's Mexicana Restaurant,"22204 Marine View Dr S, Des Moines, WA 98198",(206) 824-1155,,http://www.arturomexicanrestaurant.com/,"takeout,delivery",,2020/04/22 15:29:34.760+00
-122.0361523,47.61495005,McDonald's - Sammamish,"615 228th Ave NE, Sammamish, WA 98074",(425) 868-5723,,https://www.mcdonalds.com/us/en-us/location/wa/sammamish/615-228th-ave-ne/11996.html?cid=RF:YXT:GMB::Clicks,"takeout,curbside,third_party_delivery_service",,2020/04/21 17:58:12.262+00
-122.3449875,47.750679,Aurora Borealis,"16708 Aurora Ave N, Shoreline, WA 98133",(206) 629-5744,,https://borealisonaurora.com/,takeout,Call us at 206-629-5744! Available from noon - 8pm.,2020/04/15 20:44:30.620+00
-122.312645,47.62270992,Ada's Cafe Pie Shop,"425 15th Ave E, Seattle, WA 98112",2063221058,,https://www.adasbooks.com/adas-pop-pie-shop,takeout,"Offering takeaway vegetarian pies, order online.",2020/04/15 20:58:43.473+00
-122.2093793,47.4814036,El Kiosko,"526 S 2nd St, Renton, WA 98057",(425) 271-2341,,https://m.facebook.com/pages/El-Kiosko/148295225309246,takeout,,2020/04/15 20:48:37.991+00
-122.3470129,47.74890211,Sea Bend Meat Co,"924 N 165th St, Shoreline, WA 98133",206-542-6824,,http://www.seabendmeat.com/,takeout,"Open to the public for pick up orders (with 24 hr notice) on Tuesdays, Wednesdays and Thursdays.",2020/04/15 20:51:30.290+00
-122.0368155,47.6156267,Lanponi Thai Restaurant,"22649 NE Inglewood Hill Rd, Sammamish, WA 98074",(425) 836-3127,,https://lanponi.blogspot.com/,"takeout,third_party_delivery_service",,2020/04/15 20:51:43.156+00
